Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Viscosity, mPa.s",lg_Viscosity,Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,311.15,17,1.230448921,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,295.15,60,1.77815125,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,297.15,53,1.72427587,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,299.15,48,1.681241237,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,301.15,38,1.579783597,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,303.15,36,1.556302501,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,305.15,29,1.462397998,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,307.15,26,1.414973348,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,309.15,22,1.342422681,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,311.15,19,1.278753601,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,295.15,70,1.84509804,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,297.15,62,1.792391689,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,299.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,301.15,48,1.681241237,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,303.15,41,1.612783857,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,305.15,36,1.556302501,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,307.15,31,1.491361694,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,309.15,29,1.462397998,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,311.15,26,1.414973348,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1429,0.8571,293.15,27,1.431363764,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1429,0.8571,298.15,21.4,1.330413773,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1429,0.8571,303.15,16.8,1.225309282,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1429,0.8571,308.15,13.8,1.139879086,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1429,0.8571,313.15,11.5,1.06069784,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1429,0.8571,318.15,9.5,0.977723605,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,293.15,31.1,1.492760389,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,298.15,25.3,1.403120521,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,303.15,19.8,1.29666519,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,308.15,16.2,1.209515015,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,313.15,13.4,1.127104798,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,318.15,11.3,1.053078443,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,293.15,40.1,1.603144373,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,298.15,31.6,1.499687083,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,303.15,25.2,1.401400541,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,308.15,20.3,1.307496038,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,313.15,16.7,1.222716471,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,318.15,14,1.146128036,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,293.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,298.15,44.6,1.649334859,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,303.15,35.2,1.546542663,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,308.15,28.2,1.450249108,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,313.15,23.1,1.36361198,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,318.15,19.1,1.281033367,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.3333,0.6667,293.15,110.8,2.04453976,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.3333,0.6667,298.15,90.3,1.95568775,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.3333,0.6667,303.15,68.4,1.835056102,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.3333,0.6667,308.15,53.4,1.727541257,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.3333,0.6667,313.15,42.4,1.627365857,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.3333,0.6667,318.15,34.3,1.53529412,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.4,0.6,313.15,300,2.477121255,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.4,0.6,323.15,154,2.187520721,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.4,0.6,333.15,90.4,1.95616843,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.4,0.6,343.15,54.5,1.736396502,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.4,0.6,353.15,36.5,1.562292864,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.3333,0.6667,313.15,250,2.397940009,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.286,0.714,303.15,473,2.674861141,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.286,0.714,313.15,208,2.318063335,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.286,0.714,323.15,105,2.021189299,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.286,0.714,333.15,59.7,1.775974331,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.286,0.714,343.15,36.9,1.567026366,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.286,0.714,353.15,24.8,1.394451681,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.6667,0.3333,323.15,315,2.498310554,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.6667,0.3333,333.15,136,2.133538908,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.6667,0.3333,343.15,76,1.880813592,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.6667,0.3333,353.15,46.2,1.664641976,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.5,0.5,303.15,417,2.620136055,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.5,0.5,313.15,200,2.301029996,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.3333,0.6667,313.15,359,2.555094449,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.3333,0.6667,323.15,173,2.238046103,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.3333,0.6667,333.15,90.3,1.95568775,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.3333,0.6667,343.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.3333,0.6667,353.15,30,1.477121255,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,1H-imidazole,acetic acid,0.5,0.5,303.15,54,1.73239376,C1=CN=CN1,CC(=O)O
III,1H-imidazole,acetic acid,0.5,0.5,323.15,20,1.301029996,C1=CN=CN1,CC(=O)O
III,1H-imidazole,acetic acid,0.5,0.5,353.15,6,0.77815125,C1=CN=CN1,CC(=O)O
V,2-(trimethylazaniumyl)acetate,4-oxopentanoic acid,0.3333,0.6667,323.15,221,2.344392274,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O
V,2-(trimethylazaniumyl)acetate,4-oxopentanoic acid,0.3333,0.6667,353.15,56,1.748188027,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,urea,0.3333,0.6667,323.15,197,2.294466226,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.3333,0.6667,303.15,35,1.544068044,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.3333,0.6667,323.15,19,1.278753601,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.3333,0.6667,353.15,9,0.954242509,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,tetraethylazanium;chloride,2-hydroxyacetic acid,0.3333,0.6667,303.15,267,2.426511261,CC[N+](CC)(CC)CC.[Cl-],C(C(=O)O)O
III,tetraethylazanium;chloride,2-hydroxyacetic acid,0.3333,0.6667,323.15,87,1.939519253,CC[N+](CC)(CC)CC.[Cl-],C(C(=O)O)O
III,tetraethylazanium;chloride,2-hydroxyacetic acid,0.3333,0.6667,353.15,27,1.431363764,CC[N+](CC)(CC)CC.[Cl-],C(C(=O)O)O
III,tetraoctylazanium;bromide,decanoic acid,0.3333,0.6667,303.15,469,2.671172843,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O
III,tetraoctylazanium;bromide,decanoic acid,0.3333,0.6667,323.15,174,2.240549248,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O
III,tetraoctylazanium;bromide,decanoic acid,0.3333,0.6667,353.15,56,1.748188027,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,348.15,459.7,2.662474504,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,358.15,280.6,2.448087667,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,348.15,353.1,2.547897718,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,358.15,236.1,2.373095987,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,348.15,285.3,2.455301772,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,358.15,129.3,2.111598525,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,348.15,325.5,2.512550993,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,358.15,182.6,2.261500773,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,333.15,129,2.11058971,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,343.15,75,1.875061263,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,353.15,44,1.643452676,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,323.15,358,2.553883027,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,333.15,157,2.195899652,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,343.15,86.1,1.935003151,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,353.15,55,1.740362689,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,313.15,402,2.604226053,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,323.15,208,2.318063335,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,333.15,115,2.06069784,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,343.15,62,1.792391689,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,353.15,38,1.579783597,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,343.15,321,2.506505032,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,353.15,196,2.292256071,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,333.15,406,2.608526034,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,343.15,205,2.311753861,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,353.15,114,2.056904851,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,333.15,455,2.658011397,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,343.15,262,2.418301291,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,353.15,161,2.206825876,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,353.15,431,2.63447727,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,343.15,378,2.5774918,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,353.15,220,2.342422681,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.9,0.1,353.15,301,2.478566496,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,ethanamine;hydrochloride,urea,0.6667,0.3333,313.15,97.8,1.990338855,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.6667,0.3333,323.15,69.6,1.84260924,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.6667,0.3333,333.15,50.8,1.705863712,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.6667,0.3333,343.15,40.9,1.611723308,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.6667,0.3333,353.15,34.8,1.541579244,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.5,0.5,313.15,197.7,2.296006669,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.5,0.5,323.15,110.1,2.041787319,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.5,0.5,333.15,68.3,1.834420704,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.5,0.5,343.15,47.6,1.677606953,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.5,0.5,353.15,34.8,1.541579244,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.3333,0.6667,313.15,105.5,2.02325246,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.3333,0.6667,323.15,67.5,1.829303773,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.3333,0.6667,333.15,49.2,1.691965103,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.3333,0.6667,343.15,37.5,1.574031268,CCN.Cl,C(=O)(N)N
III,ethanamine;hydrochloride,urea,0.3333,0.6667,353.15,28.7,1.457881897,CCN.Cl,C(=O)(N)N
V,2-(trimethylazaniumyl)acetate,4-oxopentanoic acid,0.125,0.875,298.15,117.7,2.070776463,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O
V,decanoic acid,octan-1-ol,0.3333,0.6667,298.15,18.8,1.274157849,CCCCCCCCCC(=O)O,CCCCCCCCO
V,"2-hydroxypropane-1,2,3-tricarboxylic acid","propane-1,2-diol",0.5,0.5,353.15,88,1.944482672,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CC(CO)O
V,2-(trimethylazaniumyl)acetate,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.75,0.25,353.15,471,2.673020907,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
V,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",2-hydroxypropanoic acid,0.167,0.833,293.15,335,2.525044807,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,CC(C(=O)O)O
V,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",2-hydroxypropanoic acid,0.167,0.833,303.15,161,2.206825876,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,CC(C(=O)O)O
V,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",2-hydroxypropanoic acid,0.167,0.833,313,79,1.897627091,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,CC(C(=O)O)O
V,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",2-hydroxypropanoic acid,0.167,0.833,323.15,34,1.531478917,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,CC(C(=O)O)O
V,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",2-hydroxypropanoic acid,0.167,0.833,333.15,18,1.255272505,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,CC(C(=O)O)O
V,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",2-hydroxypropanoic acid,0.167,0.833,343.15,16,1.204119983,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,CC(C(=O)O)O
V,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",2-hydroxypropanoic acid,0.167,0.833,353.15,13,1.113943352,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,CC(C(=O)O)O
V,2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.25,0.75,298.15,46,1.662757832,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O
V,2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.286,0.714,298.15,55,1.740362689,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O
V,2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.3333,0.6667,298.15,76,1.880813592,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O
