Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Viscosity, mPa.s",lg_Viscosity,Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,338.15,7.6,0.880813592,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,348.15,6.1,0.785329835,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,358.15,5.6,0.748188027,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,298.15,22,1.342422681,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,308.15,15.5,1.190331698,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,318.15,12,1.079181246,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,328.15,9,0.954242509,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,338.15,6.8,0.832508913,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,348.15,5.7,0.755874856,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.167,0.833,358.15,5.2,0.716003344,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,298.15,68,1.832508913,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,308.15,48.3,1.683947131,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,318.15,33.8,1.5289167,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,328.15,23,1.361727836,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,338.15,16.8,1.225309282,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,348.15,12,1.079181246,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,358.15,9,0.954242509,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,298.15,61.9,1.791690649,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,308.15,44,1.643452676,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,318.15,30,1.477121255,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,328.15,21.1,1.324282455,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,338.15,15.1,1.178976947,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,348.15,11,1.041392685,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,358.15,8.1,0.908485019,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,298.15,53,1.72427587,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,308.15,38,1.579783597,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,318.15,26,1.414973348,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,328.15,18.5,1.267171728,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,338.15,13.5,1.130333768,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,348.15,10,1,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,358.15,7.5,0.875061263,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1429,0.8571,298.15,44.9,1.652246341,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1429,0.8571,308.15,32,1.505149978,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1429,0.8571,318.15,21,1.322219295,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1429,0.8571,328.15,15,1.176091259,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1429,0.8571,338.15,10.9,1.037426498,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1429,0.8571,348.15,8,0.903089987,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1429,0.8571,358.15,6.5,0.812913357,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.05,0.95,303.15,450,2.653212514,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.05,0.95,308.15,314,2.496929648,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.05,0.95,313.15,222,2.346352974,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.05,0.95,318.15,163,2.212187604,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.05,0.95,323.15,120,2.079181246,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.05,0.95,328.15,90,1.954242509,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.1,0.9,303.15,349,2.542825427,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.1,0.9,308.15,247,2.392696953,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.1,0.9,313.15,180,2.255272505,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.1,0.9,318.15,132,2.120573931,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.1,0.9,323.15,98,1.991226076,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.1,0.9,328.15,74,1.86923172,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,298.15,380,2.579783597,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,303.15,270,2.431363764,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,308.15,194,2.28780173,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,313.15,140,2.146128036,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,318.15,107,2.029383778,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,323.15,80,1.903089987,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,328.15,60,1.77815125,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,298.15,350,2.544068044,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,303.15,246,2.390935107,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,308.15,178,2.250420002,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,313.15,132,2.120573931,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,318.15,98,1.991226076,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,323.15,86,1.934498451,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,328.15,57,1.755874856,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,293.15,450,2.653212514,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,298.15,320,2.505149978,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,303.15,229,2.359835482,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,308.15,169,2.227886705,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,313.15,126,2.100370545,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,318.15,95,1.977723605,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,323.15,73,1.86332286,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,328.15,58,1.763427994,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,293.15,401,2.603144373,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,298.15,295,2.469822016,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,303.15,213,2.328379603,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,308.15,160,2.204119983,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,313.15,120,2.079181246,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,318.15,91,1.959041392,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,323.15,71,1.851258349,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3,0.7,328.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,293.15,376,2.575187845,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,308.15,140,2.146128036,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,313.15,104,2.017033339,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,318.15,82,1.913813852,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,323.15,64,1.806179974,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,328.15,52,1.716003344,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,293.15,78,1.892094603,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,295.15,68,1.832508913,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,297.15,60,1.77815125,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,299.15,54,1.73239376,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,301.15,48,1.681241237,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,303.15,44,1.643452676,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,305.15,40,1.602059991,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,307.15,36,1.556302501,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,309.15,32,1.505149978,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,311.15,29,1.462397998,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,293.15,84,1.924279286,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,295.15,72,1.857332496,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,297.15,60,1.77815125,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,299.15,54,1.73239376,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,301.15,48,1.681241237,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,303.15,44,1.643452676,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,305.15,40,1.602059991,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,307.15,36,1.556302501,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,309.15,33,1.51851394,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,311.15,30,1.477121255,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,293.15,78,1.892094603,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,295.15,68,1.832508913,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,297.15,62,1.792391689,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,299.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,301.15,49,1.69019608,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,303.15,44,1.643452676,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,305.15,40,1.602059991,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,307.15,37,1.568201724,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,309.15,34,1.531478917,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,311.15,31,1.491361694,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,293.15,88,1.944482672,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,295.15,76,1.880813592,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,297.15,68,1.832508913,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,299.15,61,1.785329835,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,301.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,303.15,50,1.698970004,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,305.15,46,1.662757832,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,307.15,42,1.62324929,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,309.15,38,1.579783597,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,311.15,35,1.544068044,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,299.15,76,1.880813592,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,301.15,66,1.819543936,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,303.15,58,1.763427994,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,305.15,52,1.716003344,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,307.15,47,1.672097858,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,309.15,42,1.62324929,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,311.15,38,1.579783597,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,295.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,297.15,48,1.681241237,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,299.15,41,1.612783857,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,301.15,34,1.531478917,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,303.15,31,1.491361694,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,305.15,26,1.414973348,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,307.15,22,1.342422681,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,309.15,19,1.278753601,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,311.15,17,1.230448921,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,295.15,53,1.72427587,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,297.15,45,1.653212514,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,299.15,41,1.612783857,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,301.15,36,1.556302501,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,303.15,31,1.491361694,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,305.15,26,1.414973348,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,307.15,22,1.342422681,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,309.15,19,1.278753601,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
