Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Surface_tension, mN/m",Smiles#1,Smiles#2
III,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-propylpyrrolidin-1-ium,"ethane-1,2-diol",0.333,0.667,298.15,38,CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C(CO)O
III,methyl(triphenyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,293,62.74,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,methyl(triphenyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,303,61.29,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,methyl(triphenyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,313,58.11,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,methyl(triphenyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,323,51.67,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,methyl(triphenyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,333,46.08,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,methyl(triphenyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,343,34.73,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,methyl(triphenyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,353,29.92,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,303.15,50.74,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,308.15,50.15,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,313.15,49.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,318.15,49.18,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,323.15,48.66,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,328.15,48.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,298.15,51.29,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.333,0.667,298.15,47.51,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.333,0.667,303.15,47.06,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.333,0.667,308.15,46.57,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.333,0.667,313.15,46.12,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.333,0.667,318.15,45.59,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.333,0.667,323.15,45.12,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.333,0.667,328.15,44.64,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,298.15,59.35,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,303.15,58.81,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,308.15,58.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,313.15,57.68,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,318.15,57.06,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,323.15,56.45,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,328.15,55.95,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.059,0.941,298.15,41.99,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.059,0.941,303.15,41.74,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.059,0.941,313.15,41.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.059,0.941,323.15,40.71,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.059,0.941,333.15,40.15,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.059,0.941,343.15,39.71,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.059,0.941,353.15,39.19,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.091,0.909,298.15,42.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.091,0.909,303.15,42.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.091,0.909,313.15,42,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.091,0.909,323.15,41.53,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.091,0.909,333.15,41.06,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.091,0.909,343.15,40.58,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.091,0.909,353.15,40.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,298.15,43.06,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,303.15,42.87,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,313.15,42.48,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,323.15,42.07,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,333.15,41.64,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,343.15,41.31,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,353.15,40.87,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.11,0.89,298.15,50.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.11,0.89,308.15,49.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.11,0.89,318.15,48.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.11,0.89,328.15,47.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.11,0.89,338.15,46.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.11,0.89,348.15,46.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.11,0.89,358.15,45.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,298.15,50.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,308.15,49.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,318.15,48.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,328.15,47.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,338.15,46.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,348.15,45.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,358.15,44.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.14,0.86,298.15,49.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.14,0.86,308.15,48.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.14,0.86,318.15,47.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.14,0.86,328.15,46.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.14,0.86,338.15,45.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.14,0.86,348.15,44.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
