Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Surface_tension, mN/m",Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-2,3-diol",0.2,0.8,307,34,C[N+](C)(C)CCO.[Cl-],CC(C(C)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-2,3-diol",0.2,0.8,309,33.7,C[N+](C)(C)CCO.[Cl-],CC(C(C)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-2,3-diol",0.2,0.8,311,33.5,C[N+](C)(C)CCO.[Cl-],CC(C(C)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,51.53,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,338.15,50.32,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,343.15,49.1,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,348.15,48.01,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,353.15,46.9,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.333,0.667,313.15,60.35,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.333,0.667,293,48.4,C[N+](C)(C)CCO.[Cl-],C(COCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.333,0.667,303,44.44,C[N+](C)(C)CCO.[Cl-],C(COCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.333,0.667,313,42.81,C[N+](C)(C)CCO.[Cl-],C(COCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.333,0.667,323,41.85,C[N+](C)(C)CCO.[Cl-],C(COCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.333,0.667,333,38.2,C[N+](C)(C)CCO.[Cl-],C(COCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.333,0.667,343,36.47,C[N+](C)(C)CCO.[Cl-],C(COCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(2-hydroxyethoxy)ethanol,0.333,0.667,353,34.16,C[N+](C)(C)CCO.[Cl-],C(COCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(carboxymethoxy)acetic acid,0.5,0.5,303.15,67.69,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)OCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(carboxymethoxy)acetic acid,0.5,0.5,313.15,65.18,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)OCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(carboxymethoxy)acetic acid,0.5,0.5,323.15,63,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)OCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(carboxymethoxy)acetic acid,0.5,0.5,333.15,60.73,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)OCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-(carboxymethoxy)acetic acid,0.5,0.5,343.15,58.3,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)OCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,277,48,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,279,47.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,281,47.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,283,47.1,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,285,46.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,287,46.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,289,46.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,291,45.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.05,0.95,293,45.7,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,277,49.5,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,279,49.3,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,281,48.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,283,48.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,285,48.3,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,287,48,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,289,47.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,291,47.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.1,0.9,293,47.5,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.143,0.857,298.15,46.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,277,51.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,279,51.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,281,51,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,283,50.7,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,285,50.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,287,50.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,289,49.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,291,49.7,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.15,0.85,293,49.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,277,50.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,279,50.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,281,50,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,283,49.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,285,49.7,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,287,49.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,289,49.3,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,291,49.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2,0.8,293,49,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,277,50.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,279,50.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,281,50,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,283,49.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,285,49.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,287,49.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,289,48.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,291,48.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,293,48.3,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,277,49.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,279,49.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,281,48.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,283,48.7,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,285,48.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,287,48.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,289,48,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,291,47.7,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3,0.7,293,47.5,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,277,50,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,279,49.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,281,49.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,283,49.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,285,49.1,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,287,48.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,289,48.3,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,291,47.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.333,0.667,293,47.7,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,298.15,70.4,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,308.15,68,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,318.15,66,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,328.15,64.4,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,338.15,62.6,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,348.15,61,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,358.15,59,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,298.15,73.6,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,308.15,71.7,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,318.15,69.5,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,328.15,67.3,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,338.15,65.6,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,348.15,63,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,358.15,61.3,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,298.15,74,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,308.15,72,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,318.15,70,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,328.15,68,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,338.15,66,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,348.15,64,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,358.15,62,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,298.15,75,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,308.15,73,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,318.15,71,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,328.15,69,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,338.15,67,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,348.15,65,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,358.15,63,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,293.15,73.1,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,293.15,72.7,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333,0.667,298.15,71.71,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333,0.667,308.15,71.11,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333,0.667,318.15,70.42,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333,0.667,328.15,69.95,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333,0.667,338.15,69.44,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333,0.667,348.15,68.91,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333,0.667,358.15,68.61,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,293.15,71.7,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,298.15,71.1,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,308.15,70.4,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,318.15,70,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,328.15,69.4,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,338.15,68.9,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,348.15,68.9,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.667,0.333,358.15,68.6,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714,0.286,293.15,75,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,293,63.7,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,298,62.8,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,303,62,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,308,61.3,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
