Type of DES,Component#1,Component#2,X#1,X#2,"T, K",Refractive_index,Smiles#1,Smiles#2
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8889,0.1111,323.15,1.4854,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8889,0.1111,343.15,1.4796,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,353.15,1.4653,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,343.15,1.469,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,313.15,1.4771,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,303.15,1.4804,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,323.15,1.4742,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,303.15,1.4813,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1667,0.8333,298.15,1.48388,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1667,0.8333,338.15,1.46842,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1429,0.8571,318.15,1.47445,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1429,0.8571,348.15,1.46444,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.125,0.875,348.15,1.46171,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1111,0.8889,308.15,1.47404,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,298.15,1.4965,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,318.15,1.4911,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,293.15,1.5051,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,308.15,1.5011,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,343.15,1.4908,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,303.15,1.4908,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,343.15,1.4778,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,313.15,1.542,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,323.15,1.5386,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.1667,0.8333,338.15,1.5168,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,293.15,1.4674,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,333.15,1.4566,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,308.15,1.5051,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,318.15,1.502,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,303.15,1.4538,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,328.15,1.4464,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,298.15,1.5385,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,318.15,1.5339,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,303.15,1.5242,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,323.15,1.5193,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,303.15,1.5266,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,323.15,1.5216,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,313.15,1.5247,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,328.15,1.5058,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,318.15,1.5089,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,323.15,1.5386,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,303.15,1.5456,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-1,4-diol",0.2857,0.7143,298.15,1.468,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.25,0.75,298.15,1.462,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.4853,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,313.15,1.48337,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,328.15,1.47987,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,318.15,1.47712,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,333.15,1.47354,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,333.15,1.47142,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,308.15,1.46575,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,303.15,1.48558,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,318.15,1.48211,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,303.15,1.46634,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.3333,0.6667,328.15,1.45941,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,308.15,1.48307,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.3333,0.6667,323.15,1.47923,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,328.15,1.518,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,298.15,1.521,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,348.15,1.511,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,318.15,1.515,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,318.15,1.517,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7143,0.2857,338.15,1.514,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,293.15,1.575234,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,298.15,1.573882,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,303.15,1.572323,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,313.15,1.569104,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,318.15,1.567505,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,323.15,1.565915,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,1.562771,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,293.15,1.552125,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,303.15,1.549269,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,308.15,1.54771,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,313.15,1.54613,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,318.15,1.544588,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,323.15,1.543058,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,1.540019,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,butan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.492,CCCCN.Br,C(C(CO)O)O
III,ethanamine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.497,CCN.Br,C(C(CO)O)O
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.495,CCCN.Br,C(C(CO)O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,293.15,1.47125,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,303.15,1.46802,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,308.15,1.46629,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,313.15,1.46471,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,323.15,1.46135,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,328.15,1.45985,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,333.15,1.45832,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,338.15,1.45671,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,343.15,1.45508,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,293.15,1.47273,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,303.15,1.46954,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,308.15,1.46795,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,313.15,1.46635,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,323.15,1.4632,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,328.15,1.46175,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,333.15,1.46021,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,343.15,1.45709,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,293.15,1.4807,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,298.15,1.479,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,303.15,1.4772,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,308.15,1.4756,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,318.15,1.4718,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,323.15,1.47,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,333.15,1.4668,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,293.15,1.4766,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,298.15,1.4751,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,303.15,1.4733,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,308.15,1.4716,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,313.15,1.4698,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,323.15,1.4663,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,328.15,1.4648,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,333.15,1.463,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,298.15,1.4725,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,303.15,1.4708,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,308.15,1.469,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,313.15,1.4672,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,323.15,1.4639,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,328.15,1.4622,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,333.15,1.4604,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1667,0.8333,298.15,1.56644,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1667,0.8333,308.15,1.56247,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1667,0.8333,328.15,1.55518,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1667,0.8333,338.15,1.55159,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1667,0.8333,348.15,1.54699,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1667,0.8333,358.15,1.54286,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1429,0.8571,298.15,1.51187,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1429,0.8571,318.15,1.50501,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1429,0.8571,328.15,1.50071,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1429,0.8571,338.15,1.49733,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1429,0.8571,348.15,1.49343,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,298.15,1.50587,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,308.15,1.50221,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,328.15,1.49519,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,338.15,1.49063,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,348.15,1.48631,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,358.15,1.48215,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1111,0.8889,298.15,1.50265,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1111,0.8889,308.15,1.49911,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1111,0.8889,328.15,1.49224,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1111,0.8889,338.15,1.48802,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1111,0.8889,348.15,1.48405,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1111,0.8889,358.15,1.47988,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,308.15,1.48876,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,318.15,1.48547,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,328.15,1.48242,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,338.15,1.47966,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,348.15,1.47651,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,358.15,1.47303,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
