Type of DES,Component#1,Component#2,X#1,X#2,"T, K",Refractive_index,Smiles#1,Smiles#2
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,308.15,1.4917,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,313.15,1.4901,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,318.15,1.4886,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,323.15,1.4871,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,333.15,1.484,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,338.15,1.4825,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,343.15,1.4809,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,283.15,1.4995,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,288.15,1.498,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,293.15,1.4966,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,303.15,1.4935,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,308.15,1.4921,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,313.15,1.4907,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,318.15,1.4893,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,323.15,1.4878,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,328.15,1.4864,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,333.15,1.4849,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,343.15,1.482,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,283.15,1.5095,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,293.15,1.5065,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,298.15,1.5051,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,303.15,1.5036,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,308.15,1.5021,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,313.15,1.5006,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,323.15,1.4977,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,328.15,1.4962,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,333.15,1.4948,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,338.15,1.4933,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,343.15,1.4917,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,288.15,1.5114,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,293.15,1.5102,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,303.15,1.5078,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,308.15,1.5064,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,313.15,1.5052,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,318.15,1.5039,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,323.15,1.5027,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,328.15,1.5014,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,338.15,1.4989,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,343.15,1.4977,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,283.15,1.4936,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,293.15,1.4906,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,298.15,1.4889,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,303.15,1.4874,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,308.15,1.4857,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,313.15,1.4842,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,323.15,1.4811,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,333.15,1.4779,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,338.15,1.4764,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(tributyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,343.15,1.4748,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,283.15,1.4923,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,288.15,1.4908,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,293.15,1.4894,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,298.15,1.488,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,308.15,1.4849,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,313.15,1.4836,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,318.15,1.4821,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,328.15,1.4792,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,333.15,1.4778,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,338.15,1.4763,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,benzyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,343.15,1.4749,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,293.15,1.46987,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,303.15,1.4673,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,308.15,1.46595,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,313.15,1.46457,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,323.15,1.4618,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,328.15,1.46041,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,338.15,1.45761,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.3333,0.6667,343.15,1.45623,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,293.15,1.5066,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,298.15,1.5066,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,303.15,1.5042,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,313.15,1.5019,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,318.15,1.5007,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,323.15,1.4995,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,288.15,1.46278,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,298.15,1.45995,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,303.15,1.45853,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,308.15,1.45708,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,313.15,1.45561,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,323.15,1.45275,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,328.15,1.45131,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2-diol",0.25,0.75,333.15,1.45012,C[N+](C)(C)CCO.[Cl-],CC(CO)O
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,303.15,1.492,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,313.15,1.4892,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,323.15,1.4863,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,343.15,1.4805,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,353.15,1.4775,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,303.15,1.4916,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,323.15,1.4861,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,333.15,1.4833,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,343.15,1.4806,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,353.15,1.4778,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8889,0.1111,303.15,1.4911,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8889,0.1111,313.15,1.4883,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8889,0.1111,333.15,1.4825,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8889,0.1111,353.15,1.4767,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,303.15,1.4811,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,313.15,1.478,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,323.15,1.475,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,333.15,1.4717,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,343.15,1.4683,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,303.15,1.4812,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,313.15,1.4781,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,323.15,1.4751,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,333.15,1.472,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9091,0.0909,353.15,1.466,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,303.15,1.4799,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,323.15,1.4745,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,333.15,1.4708,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,343.15,1.4679,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9167,0.0833,353.15,1.4655,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,313.15,1.4774,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,323.15,1.474,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,333.15,1.4706,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,343.15,1.4675,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,353.15,1.465,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,303.15,1.4805,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,313.15,1.4775,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,333.15,1.4708,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,343.15,1.4679,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,353.15,1.4652,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,313.15,1.4782,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,323.15,1.4749,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,333.15,1.472,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,343.15,1.4689,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,353.15,1.4662,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1667,0.8333,308.15,1.47998,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1667,0.8333,318.15,1.47623,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1667,0.8333,328.15,1.47257,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1667,0.8333,348.15,1.46421,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1667,0.8333,358.15,1.46031,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1429,0.8571,298.15,1.48117,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1429,0.8571,308.15,1.47797,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1429,0.8571,328.15,1.47101,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1429,0.8571,338.15,1.46761,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1429,0.8571,358.15,1.46049,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.125,0.875,298.15,1.47875,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.125,0.875,308.15,1.47541,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.125,0.875,318.15,1.47217,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.125,0.875,328.15,1.46908,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.125,0.875,338.15,1.46539,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.125,0.875,358.15,1.45833,C[N+](C)(C)CCO.[Cl-],C(CO)N
