Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Heat_capacity, J.mol-1.K-1",Smiles#1,Smiles#2
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,335.136,260,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,335.462,260,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,335.786,260,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,336.111,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,336.439,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,336.763,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,337.089,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,337.415,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,337.744,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,338.095,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,338.391,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,338.702,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,338.95,261,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,339.367,262,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,339.694,262,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,340.02,262,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,340.369,262,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,340.669,262,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,340.994,262,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,341.319,262,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,341.644,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,341.97,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,342.295,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,342.618,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,342.923,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,343.268,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,343.601,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,343.918,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,344.239,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,344.573,263,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,344.898,264,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,345.223,264,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,345.549,264,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,345.874,264,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,346.201,264,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,346.531,264,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,346.892,265,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,347.177,265,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,347.502,265,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,347.826,265,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,bis(trifluoromethylsulfonyl)azanide;1-ethyl-3-methylimidazol-3-ium,butan-1-ol,0.145,0.855,348.152,266,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.8,0.2,298.15,324,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.8,0.2,303.15,349,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.8,0.2,313.15,404,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.8,0.2,323.15,448,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.6,0.4,298.15,273,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.6,0.4,303.15,290,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.6,0.4,313.15,341,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.6,0.4,323.15,398,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.4,0.6,298.15,221,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.4,0.6,303.15,235,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.4,0.6,313.15,282,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.4,0.6,323.15,335,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.2,0.8,298.15,153,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.2,0.8,303.15,171,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.2,0.8,313.15,206,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,ethanol,0.2,0.8,323.15,259,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CCO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.77,0.23,298.15,298,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.77,0.23,303.15,306,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.77,0.23,313.15,334,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.77,0.23,323.15,371,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.591,0.409,298.15,269,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.591,0.409,303.15,289,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.591,0.409,313.15,338,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.591,0.409,323.15,371,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.41,0.59,298.15,214,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.41,0.59,303.15,230,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.41,0.59,313.15,272,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.41,0.59,323.15,312,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.2,0.8,298.15,147,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.2,0.8,303.15,164,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.2,0.8,313.15,215,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,dimethyl phosphate;1-ethyl-3-methylimidazol-3-ium,methanol,0.2,0.8,323.15,252,CCN1C=C[N+](=C1)C.COP(=O)([O-])OC,CO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.9388,0.0612,293.15,374.4,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.9388,0.0612,298.15,376.5,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.9388,0.0612,303.15,378.8,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.9388,0.0612,308.15,381.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.9388,0.0612,313.15,383.9,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.9388,0.0612,318.15,386.7,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.8797,0.1203,293.15,357.4,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.8797,0.1203,298.15,359.4,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.8797,0.1203,303.15,361.6,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.8797,0.1203,308.15,364,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.8797,0.1203,313.15,366.5,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.8797,0.1203,318.15,369.1,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.7883,0.2117,293.15,331.1,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.7883,0.2117,298.15,333,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.7883,0.2117,303.15,335,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.7883,0.2117,308.15,337.2,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.7883,0.2117,313.15,339.5,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.7883,0.2117,318.15,342,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.6995,0.3005,293.15,305.4,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.6995,0.3005,298.15,307.2,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.6995,0.3005,303.15,309,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.6995,0.3005,308.15,311.1,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.6995,0.3005,313.15,313.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.6995,0.3005,318.15,315.6,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5927,0.4073,293.15,274.9,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5927,0.4073,298.15,276.5,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5927,0.4073,303.15,278.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5927,0.4073,308.15,280.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5927,0.4073,313.15,282.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5927,0.4073,318.15,284.5,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5084,0.4916,293.15,250.8,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5084,0.4916,298.15,252.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5084,0.4916,303.15,254,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5084,0.4916,308.15,255.8,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5084,0.4916,313.15,257.6,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.5084,0.4916,318.15,259.7,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.4109,0.5891,293.15,223.4,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.4109,0.5891,298.15,224.8,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.4109,0.5891,303.15,226.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.4109,0.5891,308.15,227.9,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.4109,0.5891,313.15,229.6,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.4109,0.5891,318.15,231.5,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.3073,0.6927,293.15,194.6,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.3073,0.6927,298.15,195.9,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.3073,0.6927,303.15,197.2,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.3073,0.6927,308.15,198.8,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.3073,0.6927,313.15,200.4,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.3073,0.6927,318.15,202.2,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.1944,0.8056,293.15,163.7,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.1944,0.8056,298.15,165,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.1944,0.8056,303.15,166.3,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.1944,0.8056,308.15,167.7,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.1944,0.8056,313.15,169.2,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.1944,0.8056,318.15,170.9,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0978,0.9022,293.15,137.1,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0978,0.9022,298.15,138.5,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0978,0.9022,303.15,139.9,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0978,0.9022,308.15,141.6,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0978,0.9022,313.15,143.2,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0978,0.9022,318.15,145,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0522,0.9478,293.15,124.6,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0522,0.9478,298.15,126.2,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0522,0.9478,303.15,127.9,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
III,1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,ethanol,0.0522,0.9478,308.15,129.7,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCO
