Type of DES,Component#1,Component#2,X#1,X#2,"Melting_point, K",Smiles#1,Smiles#2,"T#1, K","T#2, K"
III,tetrabutylazanium;chloride,tetradecanoic acid,0.8,0.2,321.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,tetrabutylazanium;chloride,tetradecanoic acid,0.684,0.316,308.3,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,tetrabutylazanium;chloride,tetradecanoic acid,0.587,0.413,298.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,tetrabutylazanium;chloride,tetradecanoic acid,0.506,0.494,285.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,tetrabutylazanium;chloride,tetradecanoic acid,0.389,0.611,297.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,tetrabutylazanium;chloride,tetradecanoic acid,0.307,0.693,305.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,tetrabutylazanium;chloride,tetradecanoic acid,0.202,0.798,314.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,tetrabutylazanium;chloride,tetradecanoic acid,0.102,0.898,321.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,344,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.946,0.054,562.6,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.9,0.1,536.7,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.844,0.156,504.25,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.792,0.208,475.83,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.745,0.255,451.33,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.706,0.294,429.53,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.6667,0.3333,413.52,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.597,0.403,374.53,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.579,0.421,373.62,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.502,0.498,327.68,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.491,0.509,323.3,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.449,0.551,317.03,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.446,0.554,317.4,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.406,0.594,325.13,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.316,0.684,325.75,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.311,0.689,325.95,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.215,0.785,326.33,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.208,0.792,326.2,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.108,0.892,326.98,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.101,0.899,326.65,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,578.15,327
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.454,0.546,348.3,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.399,0.601,321.8,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.357,0.643,295.3,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.25,0.75,249.4,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.203,0.797,250.3,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.1667,0.8333,251.4,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.143,0.857,279.5,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.091,0.909,283,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O,578.15,304.18
III,tetramethylazanium;chloride,octadecan-1-ol,0.702,0.298,435.4,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,693.15,332.9
III,tetramethylazanium;chloride,octadecan-1-ol,0.597,0.403,394.3,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,693.15,332.9
III,tetramethylazanium;chloride,octadecan-1-ol,0.507,0.493,340.7,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,693.15,332.9
III,tetramethylazanium;chloride,octadecan-1-ol,0.409,0.591,336.5,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,693.15,332.9
III,tetramethylazanium;chloride,octadecan-1-ol,0.305,0.695,333.5,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,693.15,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.899,0.101,336.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.8,0.2,331.3,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.686,0.314,325.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.595,0.405,321.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.497,0.503,317,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.392,0.608,313,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.303,0.697,317.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.201,0.799,324.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,tetrabutylazanium;chloride,octadecan-1-ol,0.101,0.899,328.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,344,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.939,0.061,541.55,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.901,0.099,510.18,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.8888,0.1112,508.55,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.85,0.15,477.25,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.84,0.16,480.75,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.8,0.2,456.75,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.798,0.202,460.15,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.75,0.25,413.48,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.75,0.25,413.78,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.748,0.252,418.65,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.685,0.315,383.65,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.65,0.35,373.95,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.632,0.368,363.25,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.6,0.4,339.48,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.599,0.401,341.25,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.587,0.413,344.82,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.567,0.433,333.68,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.502,0.498,328.32,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.492,0.508,328.48,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.403,0.597,329.98,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.394,0.606,329.52,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.319,0.681,330.58,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.302,0.698,330.55,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.205,0.795,331.58,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.203,0.797,331.12,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.15,0.85,332.2,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.098,0.902,332.42,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,578.15,332.9
III,butyl(trimethyl)azanium;chloride,octanoic acid,0.3333,0.6667,287.54,CCCC[N+](C)(C)C.[Cl-],CCCCCCCC(=O)O,283.65,288.2
III,butyl(trimethyl)azanium;chloride,octanoic acid,0.25,0.75,290.11,CCCC[N+](C)(C)C.[Cl-],CCCCCCCC(=O)O,283.65,288.2
III,butyl(trimethyl)azanium;chloride,octanoic acid,0.2,0.8,291.06,CCCC[N+](C)(C)C.[Cl-],CCCCCCCC(=O)O,283.65,288.2
III,tetrabutylazanium;bromide,octanoic acid,0.3333,0.6667,273.73,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCC(=O)O,390.8,288.2
III,tetrabutylazanium;bromide,(Z)-octadec-9-enoic acid,0.3333,0.6667,275.01,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCC/C=C\CCCCCCCC(=O)O,390.8,289.45
III,tetrabutylazanium;bromide,oxalic acid,0.5,0.5,250.99,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(=O)(C(=O)O)O,390.8,462.4
III,benzyl(triethyl)azanium;chloride,oxalic acid,0.5,0.5,278.15,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O,393.15,462.4
III,benzyl(trimethyl)azanium;chloride,oxalic acid,0.5,0.5,275.15,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O,516.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.7,0.3,396,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.65,0.35,381,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.6,0.4,359,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.55,0.45,349,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.5,0.5,308,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.45,0.55,326,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.4,0.6,328,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.35,0.65,351,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.3,0.7,361,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,578.15,462.4
III,2-hydroxyethyl(trimethyl)azanium;chloride,(E)-3-(4-hydroxyphenyl)prop-2-enoic acid,0.6667,0.3333,340.15,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1C=CC(=O)O)O,578.15,492.36
III,tetramethylazanium;chloride,hexadecanoic acid,0.897,0.103,573.25,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.806,0.194,525.25,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.684,0.316,473.75,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.592,0.408,429.25,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.49,0.51,387.95,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.403,0.597,333.45,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.402,0.598,331.46,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.317,0.683,334.25,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.301,0.699,331.36,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.204,0.796,332.4,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.188,0.812,335.05,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.109,0.891,335.05,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetramethylazanium;chloride,hexadecanoic acid,0.104,0.896,335.15,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,693.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.907,0.093,483.65,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.699,0.301,407.25,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.587,0.413,362.95,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.503,0.497,330.98,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.484,0.516,333.05,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.409,0.591,323.35,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.406,0.594,319.93,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.31,0.69,327.25,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.302,0.698,326.01,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.204,0.796,332.75,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.199,0.801,332.69,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.1,0.9,335.79,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.098,0.902,333.35,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.9,0.1,444.22,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.8,0.2,398.65,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.7,0.3,363.05,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.6,0.4,324.55,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.504,0.496,306.67,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.499,0.501,304.02,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.495,0.505,304.08,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.406,0.594,321.91,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.4,0.6,317.55,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.395,0.605,316.35,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.311,0.689,323.75,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.296,0.704,323.95,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.201,0.799,330.81,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.182,0.818,329.25,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.104,0.896,335.55,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrapropylazanium;chloride,hexadecanoic acid,0.099,0.901,336.45,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,514.15,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.899,0.101,333.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.799,0.201,322.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.705,0.295,313.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.597,0.403,303.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.49,0.51,298.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.392,0.608,307.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.298,0.702,316,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.183,0.817,326.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,tetrabutylazanium;chloride,hexadecanoic acid,0.107,0.893,331.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,344,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.895,0.105,539.52,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.85,0.15,517.95,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.803,0.197,502.18,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.75,0.25,473.58,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
