Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Electrical_conductivity, S.cm-1",lg_Conductivity,Smiles#1,Smiles#2,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,323.15,8.50E-05,-4.070581074,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,328.15,1.20E-04,-3.920818754,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,333.15,1.76E-04,-3.754487332,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,oxalic acid;dihydrate,0.5,0.5,298.15,5.31E-03,-2.274905479,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O.O.O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,oxalic acid;dihydrate,0.5,0.5,308.15,7.82E-03,-2.106793247,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O.O.O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,oxalic acid;dihydrate,0.5,0.5,318.15,1.06E-02,-1.975925013,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O.O.O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,oxalic acid;dihydrate,0.5,0.5,328.15,1.48E-02,-1.829738285,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O.O.O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,298.15,2.53E-03,-2.596879479,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,303.15,3.53E-03,-2.451856363,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,308.15,4.75E-03,-2.323580768,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,313.15,6.04E-03,-2.21903497,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,318.15,7.88E-03,-2.103308473,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,323.15,9.45E-03,-2.024522237,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,328.15,1.06E-02,-1.976871054,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,333.15,1.18E-02,-1.928117993,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,288.15,3.10E-04,-3.508638306,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,293.15,3.52E-04,-3.453457337,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,298.15,3.93E-04,-3.40560745,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,303.15,4.38E-04,-3.358525889,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,308.15,4.84E-04,-3.315154638,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,313.15,5.35E-04,-3.271646218,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,318.15,5.85E-04,-3.232844134,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,323.15,6.38E-04,-3.195179321,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,328.15,6.92E-04,-3.159893906,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,333.15,7.45E-04,-3.127843727,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,propanoic acid,0.3333,0.6667,338.15,8.05E-04,-3.09420412,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,288.15,3.61E-04,-3.442492798,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,293.15,4.77E-04,-3.321481621,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,298.15,6.19E-04,-3.208309351,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,303.15,7.91E-04,-3.101823517,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,308.15,9.98E-04,-3.000869459,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,313.15,1.24E-03,-2.905528871,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,318.15,1.52E-03,-2.817300097,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,323.15,1.84E-03,-2.734239083,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,328.15,2.21E-03,-2.655607726,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,333.15,2.60E-03,-2.585026652,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3333,0.6667,338.15,3.05E-03,-2.515700161,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,293.15,7.30E-05,-4.13667714,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,298.15,1.23E-04,-3.910094889,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,303.15,2.11E-04,-3.675717545,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,308.15,3.36E-04,-3.473660723,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,313.15,5.20E-04,-3.283996656,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,318.15,7.44E-04,-3.128427064,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,323.15,1.15E-03,-2.938170693,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,328.15,1.62E-03,-2.790484985,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.5,0.5,333.15,2.20E-03,-2.657577319,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,293.15,5.10E-05,-4.292429824,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,298.15,1.11E-04,-3.954677021,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,303.15,2.07E-04,-3.684029655,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,308.15,3.58E-04,-3.446116973,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,313.15,5.81E-04,-3.235823868,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,318.15,8.99E-04,-3.046240308,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,323.15,1.33E-03,-2.875169851,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,328.15,1.87E-03,-2.728158393,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,2,3-triol",0.3333,0.6667,333.15,2.48E-03,-2.606424797,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C(=C1)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,298.15,2.78E-04,-3.555955204,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,303.15,4.24E-04,-3.372634143,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,308.15,8.51E-04,-3.07007044,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,313.15,1.63E-03,-2.787013815,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,318.15,2.41E-03,-2.617262734,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,323.15,3.20E-03,-2.495529138,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,328.15,3.78E-03,-2.4225082,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.5,0.5,333.15,4.21E-03,-2.376027488,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,298.15,3.05E-04,-3.515700161,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,303.15,4.23E-04,-3.373659633,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,308.15,8.12E-04,-3.090443971,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,313.15,1.40E-03,-2.854492829,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,318.15,2.10E-03,-2.677987561,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,323.15,2.76E-03,-2.558619115,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,328.15,3.39E-03,-2.470313046,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"benzene-1,3-diol",0.3333,0.6667,333.15,3.97E-03,-2.401100113,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.3333,0.6667,293.15,9.00E-06,-5.045757491,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.3333,0.6667,303.15,3.10E-05,-4.508638306,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.3333,0.6667,313.15,7.90E-05,-4.102372909,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.3333,0.6667,323.15,1.71E-04,-3.76700389,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.3333,0.6667,333.15,2.65E-04,-3.576754126,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.3333,0.6667,343.15,4.57E-04,-3.3400838,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.3333,0.6667,353.15,7.37E-04,-3.132532512,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,313.15,6.00E-06,-5.22184875,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,318.15,1.10E-05,-4.958607315,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,323.15,1.90E-05,-4.721246399,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,328.15,3.20E-05,-4.494850022,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,333.15,5.20E-05,-4.283996656,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,338.15,8.30E-05,-4.080921908,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,343.15,1.27E-04,-3.896196279,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,348.15,1.89E-04,-3.723538196,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,353.15,2.71E-04,-3.567030709,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,358.15,3.80E-04,-3.420216403,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,363.15,5.20E-04,-3.283996656,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,368.15,6.74E-04,-3.171340103,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.5,0.5,373.15,9.74E-04,-3.011441043,C[N+](C)(C)CCO.[Cl-],[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,288.15,4.50E-05,-4.346787486,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,293.15,5.70E-05,-4.244125144,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,298.15,7.10E-05,-4.148741651,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,303.15,8.70E-05,-4.060480747,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,308.15,1.06E-04,-3.974694135,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,313.15,1.27E-04,-3.896196279,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,318.15,1.50E-04,-3.823908741,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,323.15,1.76E-04,-3.754487332,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,328.15,2.01E-04,-3.696803943,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,333.15,2.30E-04,-3.638272164,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trichloroacetic acid",0.3333,0.6667,338.15,2.61E-04,-3.583359493,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,293.15,2.20E-03,-2.658367664,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,303.15,3.01E-03,-2.521433504,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,313.15,5.38E-03,-2.269621531,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,323.15,7.50E-03,-2.124938737,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,333.15,1.56E-02,-1.806875402,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,343.15,2.22E-02,-1.654626269,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,353.15,4.77E-02,-1.321208566,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[bis(2-hydroxyethyl)amino]ethanol,0.3333,0.6667,363.15,9.00E-02,-1.04561275,C[N+](C)(C)CCO.[Cl-],C(CO)N(CCO)CCO,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,298.15,1.48E-03,-2.829151796,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,303.15,1.77E-03,-2.752026734,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,313.15,2.66E-03,-2.574791949,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,323.15,3.73E-03,-2.428291168,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,333.15,5.18E-03,-2.285418791,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,343.15,6.85E-03,-2.164499672,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,353.15,8.90E-03,-2.050707599,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trifluoroacetamide",0.3333,0.6667,298.15,2.48E-03,-2.605548319,C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trifluoroacetamide",0.3333,0.6667,303.15,3.87E-03,-2.41273815,C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trifluoroacetamide",0.3333,0.6667,313.15,5.32E-03,-2.274496731,C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,,,
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trifluoroacetamide",0.3333,0.6667,323.15,7.12E-03,-2.147337056,C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,,,
